Latitude (decimal degrees):	50.847
Longitude (decimal degrees):	4.352
Elevation (m):	34
Radiation database:	PVGIS-SARAH3


Slope: 90 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230101:0010,0.0,0.0,0.0,0.0,15.4,9.31,0.0
20230101:0110,0.0,0.0,0.0,0.0,15.23,9.52,0.0
20230101:0210,0.0,0.0,0.0,0.0,14.88,9.1,0.0
20230101:0310,0.0,0.0,0.0,0.0,14.69,8.9,0.0
20230101:0410,0.0,0.0,0.0,0.0,14.53,8.48,0.0
20230101:0510,0.0,0.0,0.0,0.0,14.27,7.86,0.0
20230101:0610,0.0,0.0,0.0,0.0,13.78,7.17,0.0
20230101:0710,0.0,0.0,0.0,0.0,12.37,6.76,0.0
20230101:0810,0.0,4.27,1.2,2.32,12.4,6.76,0.0
20230101:0910,123.14,65.2,8.4,8.63,12.6,6.69,0.0
20230101:1010,70.81,69.1,11.5,13.23,12.89,6.48,0.0
20230101:1110,308.91,140.58,19.8,15.74,13.31,6.41,0.0
20230101:1210,219.4,125.64,18.3,15.94,13.65,6.62,0.0
20230101:1310,49.7,63.59,11.2,13.8,13.59,5.72,0.0
20230101:1410,9.93,29.17,5.6,9.53,13.2,4.9,0.0
20230101:1510,0.0,2.49,0.5,3.48,12.6,4.34,0.0
20230101:1610,0.0,0.0,0.0,0.0,11.73,3.86,0.0
20230101:1710,0.0,0.0,0.0,0.0,11.45,3.45,0.0
20230101:1810,0.0,0.0,0.0,0.0,11.26,3.59,0.0
20230101:1910,0.0,0.0,0.0,0.0,10.92,4.07,0.0
20230101:2010,0.0,0.0,0.0,0.0,11.4,5.1,0.0
20230101:2110,0.0,0.0,0.0,0.0,12.25,6.34,0.0
20230101:2210,0.0,0.0,0.0,0.0,12.67,6.55,0.0
20230101:2310,0.0,0.0,0.0,0.0,12.81,6.41,0.0
20230102:0010,0.0,0.0,0.0,0.0,12.94,6.55,0.0
20230102:0110,0.0,0.0,0.0,0.0,12.85,6.48,0.0
20230102:0210,0.0,0.0,0.0,0.0,12.71,6.21,0.0
20230102:0310,0.0,0.0,0.0,0.0,12.57,6.14,0.0
20230102:0410,0.0,0.0,0.0,0.0,12.12,5.86,0.0
20230102:0510,0.0,0.0,0.0,0.0,12.0,5.66,0.0
20230102:0610,0.0,0.0,0.0,0.0,11.52,5.03,0.0
20230102:0710,0.0,0.0,0.0,0.0,10.17,4.62,0.0
20230102:0810,0.0,3.92,1.1,2.34,9.49,4.0,0.0
20230102:0910,0.0,6.48,1.3,8.67,9.16,3.38,0.0
20230102:1010,0.0,20.44,4.1,13.28,9.23,3.1,0.0
20230102:1110,3.49,42.11,8.4,15.81,9.6,3.66,0.0
20230102:1210,3.46,45.64,9.1,16.03,9.35,4.69,0.0
20230102:1310,3.79,36.68,7.3,13.91,9.8,4.41,0.0
20230102:1410,0.0,5.98,1.2,9.65,9.55,4.97,0.0
20230102:1510,77.2,20.83,2.7,3.61,9.24,4.76,0.0
20230102:1610,0.0,0.0,0.0,0.0,8.74,4.21,0.0
20230102:1710,0.0,0.0,0.0,0.0,7.9,3.86,0.0
20230102:1810,0.0,0.0,0.0,0.0,7.39,3.72,0.0
20230102:1910,0.0,0.0,0.0,0.0,6.81,3.66,0.0
20230102:2010,0.0,0.0,0.0,0.0,6.69,3.45,0.0
20230102:2110,0.0,0.0,0.0,0.0,6.18,3.24,0.0
20230102:2210,0.0,0.0,0.0,0.0,6.02,3.1,0.0
20230102:2310,0.0,0.0,0.0,0.0,5.71,2.9,0.0
20230103:0010,0.0,0.0,0.0,0.0,5.31,2.55,0.0
20230103:0110,0.0,0.0,0.0,0.0,4.99,2.41,0.0
20230103:0210,0.0,0.0,0.0,0.0,4.4,2.55,0.0
20230103:0310,0.0,0.0,0.0,0.0,4.4,2.9,0.0
20230103:0410,0.0,0.0,0.0,0.0,4.66,3.38,0.0
20230103:0510,0.0,0.0,0.0,0.0,4.99,3.79,0.0
20230103:0610,0.0,0.0,0.0,0.0,5.19,4.07,0.0
20230103:0710,0.0,0.0,0.0,0.0,5.32,3.93,0.0
20230103:0810,0.0,1.42,0.4,2.37,5.45,4.0,0.0
20230103:0910,0.0,5.98,1.2,8.71,6.1,4.21,0.0
20230103:1010,0.0,22.93,4.6,13.34,6.95,5.45,0.0
20230103:1110,13.89,54.41,10.6,15.9,7.58,5.86,0.0
20230103:1210,409.33,154.62,22.2,16.13,8.08,5.72,0.0
20230103:1310,52.69,66.16,11.6,14.03,8.72,5.66,0.0
20230103:1410,159.93,80.58,10.3,9.78,9.16,5.1,0.0
20230103:1510,53.24,17.46,2.5,3.74,9.16,4.9,0.0
20230103:1610,0.0,0.0,0.0,0.0,8.72,5.17,0.0
20230103:1710,0.0,0.0,0.0,0.0,8.64,5.66,0.0
20230103:1810,0.0,0.0,0.0,0.0,8.73,5.93,0.0
20230103:1910,0.0,0.0,0.0,0.0,8.26,6.62,0.0
20230103:2010,0.0,0.0,0.0,0.0,8.61,7.24,0.0
20230103:2110,0.0,0.0,0.0,0.0,8.92,7.72,0.0
20230103:2210,0.0,0.0,0.0,0.0,9.21,8.07,0.0
20230103:2310,0.0,0.0,0.0,0.0,9.24,8.34,0.0
20230104:0010,0.0,0.0,0.0,0.0,9.09,8.48,0.0
20230104:0110,0.0,0.0,0.0,0.0,9.06,8.55,0.0
20230104:0210,0.0,0.0,0.0,0.0,9.3,8.41,0.0
20230104:0310,0.0,0.0,0.0,0.0,9.61,8.28,0.0
20230104:0410,0.0,0.0,0.0,0.0,9.82,8.14,0.0
20230104:0510,0.0,0.0,0.0,0.0,10.13,7.93,0.0
20230104:0610,0.0,0.0,0.0,0.0,10.43,7.66,0.0
20230104:0710,0.0,0.0,0.0,0.0,11.25,7.93,0.0
20230104:0810,0.0,2.14,0.6,2.4,11.47,8.14,0.0
20230104:0910,0.0,11.96,2.4,8.76,11.7,8.34,0.0
20230104:1010,0.0,28.91,5.8,13.42,11.95,8.48,0.0
20230104:1110,0.0,28.41,5.7,15.99,12.15,8.34,0.0
20230104:1210,0.0,21.44,4.3,16.24,12.3,8.0,0.0
20230104:1310,0.0,20.94,4.2,14.15,12.28,7.45,0.0
20230104:1410,9.57,30.08,5.8,9.91,12.28,7.86,0.0
20230104:1510,10.28,9.13,1.7,3.88,12.1,8.28,0.0
20230104:1610,0.0,0.0,0.0,0.0,11.82,7.79,0.0
20230104:1710,0.0,0.0,0.0,0.0,11.49,7.38,0.0
20230104:1810,0.0,0.0,0.0,0.0,11.1,7.17,0.0
20230104:1910,0.0,0.0,0.0,0.0,11.22,7.31,0.0
20230104:2010,0.0,0.0,0.0,0.0,11.33,6.9,0.0
20230104:2110,0.0,0.0,0.0,0.0,11.31,6.62,0.0
20230104:2210,0.0,0.0,0.0,0.0,11.17,6.28,0.0
20230104:2310,0.0,0.0,0.0,0.0,11.09,6.28,0.0
20230105:0010,0.0,0.0,0.0,0.0,10.89,6.28,0.0
20230105:0110,0.0,0.0,0.0,0.0,10.62,6.28,0.0
20230105:0210,0.0,0.0,0.0,0.0,10.59,6.14,0.0
20230105:0310,0.0,0.0,0.0,0.0,10.51,5.93,0.0
20230105:0410,0.0,0.0,0.0,0.0,10.34,5.66,0.0
20230105:0510,0.0,0.0,0.0,0.0,10.08,5.31,0.0
20230105:0610,0.0,0.0,0.0,0.0,9.95,4.97,0.0
20230105:0710,0.0,0.0,0.0,0.0,10.14,5.03,0.0
20230105:0810,0.0,3.56,1.0,2.44,9.99,4.62,0.0
20230105:0910,20.8,32.01,5.8,8.82,10.08,4.28,0.0
20230105:1010,176.59,104.04,14.8,13.49,10.37,3.66,0.0
20230105:1110,373.52,150.27,21.5,16.08,10.75,3.59,0.0
20230105:1210,50.87,75.37,13.6,16.35,11.37,4.14,0.0
20230105:1310,0.0,27.92,5.6,14.28,11.72,3.45,0.0
20230105:1410,0.0,13.96,2.8,10.05,11.88,3.52,0.0
20230105:1510,0.0,6.48,1.3,4.02,11.64,3.79,0.0
20230105:1610,0.0,0.0,0.0,0.0,11.35,4.41,0.0
20230105:1710,0.0,0.0,0.0,0.0,11.17,4.69,0.0
20230105:1810,0.0,0.0,0.0,0.0,10.84,4.41,0.0
20230105:1910,0.0,0.0,0.0,0.0,10.85,4.07,0.0
20230105:2010,0.0,0.0,0.0,0.0,10.77,4.41,0.0
20230105:2110,0.0,0.0,0.0,0.0,10.5,4.48,0.0
20230105:2210,0.0,0.0,0.0,0.0,10.38,4.62,0.0
20230105:2310,0.0,0.0,0.0,0.0,10.23,4.83,0.0
20230106:0010,0.0,0.0,0.0,0.0,10.19,5.1,0.0
20230106:0110,0.0,0.0,0.0,0.0,10.14,5.38,0.0
20230106:0210,0.0,0.0,0.0,0.0,9.92,5.52,0.0
20230106:0310,0.0,0.0,0.0,0.0,9.62,5.66,0.0
20230106:0410,0.0,0.0,0.0,0.0,9.53,6.0,0.0
20230106:0510,0.0,0.0,0.0,0.0,9.33,6.07,0.0
20230106:0610,0.0,0.0,0.0,0.0,9.34,6.14,0.0
20230106:0710,0.0,0.0,0.0,0.0,10.13,6.28,0.0
20230106:0810,0.0,4.63,1.3,2.49,10.26,6.07,0.0
20230106:0910,0.0,19.44,3.9,8.89,10.22,5.52,0.0
20230106:1010,0.0,30.41,6.1,13.58,10.36,5.17,0.0
20230106:1110,0.0,29.41,5.9,16.19,10.54,4.9,0.0
20230106:1210,10.1,52.82,10.4,16.48,10.74,5.79,0.0
20230106:1310,0.0,17.45,3.5,14.41,10.99,5.24,0.0
20230106:1410,0.0,5.98,1.2,10.19,11.06,5.1,0.0
20230106:1510,0.0,6.98,1.4,4.17,11.04,4.69,0.0
20230106:1610,0.0,0.0,0.0,0.0,10.71,4.41,0.0
20230106:1710,0.0,0.0,0.0,0.0,10.86,4.55,0.0
20230106:1810,0.0,0.0,0.0,0.0,10.78,4.69,0.0
20230106:1910,0.0,0.0,0.0,0.0,10.36,4.83,0.0
20230106:2010,0.0,0.0,0.0,0.0,10.23,4.97,0.0
20230106:2110,0.0,0.0,0.0,0.0,10.37,5.17,0.0
20230106:2210,0.0,0.0,0.0,0.0,10.42,5.24,0.0
20230106:2310,0.0,0.0,0.0,0.0,10.25,5.17,0.0
20230107:0010,0.0,0.0,0.0,0.0,10.01,5.1,0.0
20230107:0110,0.0,0.0,0.0,0.0,9.94,5.03,0.0
20230107:0210,0.0,0.0,0.0,0.0,9.71,5.03,0.0
20230107:0310,0.0,0.0,0.0,0.0,9.39,5.17,0.0
20230107:0410,0.0,0.0,0.0,0.0,8.99,5.31,0.0
20230107:0510,0.0,0.0,0.0,0.0,8.78,5.31,0.0
20230107:0610,0.0,0.0,0.0,0.0,8.45,5.1,0.0
20230107:0710,0.0,0.0,0.0,0.0,8.9,5.03,0.0
20230107:0810,0.0,2.85,0.8,2.55,8.5,5.24,0.0
20230107:0910,142.77,72.61,9.2,8.96,8.55,5.59,0.0
20230107:1010,514.02,130.13,20.2,13.67,9.33,5.72,0.0
20230107:1110,442.32,153.66,22.9,16.3,9.95,5.59,0.0
20230107:1210,524.1,152.75,24.5,16.61,10.5,6.21,0.0
20230107:1310,192.28,113.76,16.4,14.55,10.86,6.28,0.0
20230107:1410,0.0,19.44,3.9,10.34,10.88,6.97,0.0
20230107:1510,0.0,1.99,0.4,4.33,10.62,6.83,0.0
20230107:1610,0.0,0.0,0.0,0.0,10.73,6.83,0.0
20230107:1710,0.0,0.0,0.0,0.0,10.91,6.83,0.0
20230107:1810,0.0,0.0,0.0,0.0,10.92,6.97,0.0
20230107:1910,0.0,0.0,0.0,0.0,10.04,7.1,0.0
20230107:2010,0.0,0.0,0.0,0.0,10.18,7.38,0.0
20230107:2110,0.0,0.0,0.0,0.0,10.28,7.31,0.0
20230107:2210,0.0,0.0,0.0,0.0,10.26,7.03,0.0
20230107:2310,0.0,0.0,0.0,0.0,10.19,6.62,0.0
20230108:0010,0.0,0.0,0.0,0.0,9.68,6.07,0.0
20230108:0110,0.0,0.0,0.0,0.0,9.37,5.79,0.0
20230108:0210,0.0,0.0,0.0,0.0,9.05,5.38,0.0
20230108:0310,0.0,0.0,0.0,0.0,8.85,5.31,0.0
20230108:0410,0.0,0.0,0.0,0.0,8.57,5.38,0.0
20230108:0510,0.0,0.0,0.0,0.0,8.37,5.59,0.0
20230108:0610,0.0,0.0,0.0,0.0,7.89,5.72,0.0
20230108:0710,0.0,0.0,0.0,0.0,7.62,5.03,0.0
20230108:0810,0.0,3.92,1.1,2.61,7.49,5.38,0.0
20230108:0910,373.22,100.24,12.1,9.04,7.84,5.38,0.0
20230108:1010,543.35,128.56,20.8,13.77,8.43,5.72,0.0
20230108:1110,184.22,121.07,18.3,16.42,8.92,6.07,0.0
20230108:1210,52.96,78.12,14.1,16.74,9.39,6.34,0.0
20230108:1310,39.5,63.61,11.6,14.7,9.62,6.48,0.0
20230108:1410,298.26,105.7,13.1,10.5,9.83,6.34,0.0
20230108:1510,26.69,17.17,2.8,4.49,9.54,5.79,0.0
20230108:1610,0.0,0.0,0.0,0.0,9.12,6.0,0.0
20230108:1710,0.0,0.0,0.0,0.0,8.94,6.07,0.0
20230108:1810,0.0,0.0,0.0,0.0,8.76,5.93,0.0
20230108:1910,0.0,0.0,0.0,0.0,8.46,5.66,0.0
20230108:2010,0.0,0.0,0.0,0.0,8.5,5.72,0.0
20230108:2110,0.0,0.0,0.0,0.0,8.26,6.14,0.0
20230108:2210,0.0,0.0,0.0,0.0,7.9,5.93,0.0
20230108:2310,0.0,0.0,0.0,0.0,7.3,5.03,0.0
20230109:0010,0.0,0.0,0.0,0.0,6.67,4.97,0.0
20230109:0110,0.0,0.0,0.0,0.0,6.18,5.1,0.0
20230109:0210,0.0,0.0,0.0,0.0,5.77,5.45,0.0
20230109:0310,0.0,0.0,0.0,0.0,6.05,6.21,0.0
20230109:0410,0.0,0.0,0.0,0.0,6.45,6.83,0.0
20230109:0510,0.0,0.0,0.0,0.0,6.76,7.24,0.0
20230109:0610,0.0,0.0,0.0,0.0,6.94,7.38,0.0
20230109:0710,0.0,0.0,0.0,0.0,7.0,6.97,0.0
20230109:0810,0.0,1.07,0.3,2.68,6.92,6.83,0.0
20230109:0910,0.0,21.93,4.4,9.13,6.89,6.14,0.0
20230109:1010,51.99,66.75,11.7,13.88,6.96,5.72,0.0
20230109:1110,89.67,92.95,15.7,16.55,7.4,6.34,0.0
20230109:1210,82.01,90.74,15.6,16.89,7.85,5.86,0.0
20230109:1310,3.55,42.17,8.4,14.86,8.05,5.66,0.0
20230109:1410,382.72,111.2,14.4,10.66,7.53,5.03,0.0
20230109:1510,17.16,14.87,2.6,4.65,7.02,5.03,0.0
20230109:1610,0.0,0.0,0.0,0.0,6.46,4.69,0.0
20230109:1710,0.0,0.0,0.0,0.0,5.92,4.76,0.0
20230109:1810,0.0,0.0,0.0,0.0,5.86,4.83,0.0
20230109:1910,0.0,0.0,0.0,0.0,5.81,4.55,0.0
20230109:2010,0.0,0.0,0.0,0.0,5.53,4.41,0.0
20230109:2110,0.0,0.0,0.0,0.0,5.17,3.86,0.0
20230109:2210,0.0,0.0,0.0,0.0,4.73,3.93,0.0
20230109:2310,0.0,0.0,0.0,0.0,4.6,4.41,0.0
20230110:0010,0.0,0.0,0.0,0.0,4.44,4.41,0.0
20230110:0110,0.0,0.0,0.0,0.0,4.19,4.28,0.0
20230110:0210,0.0,0.0,0.0,0.0,3.92,4.14,0.0
20230110:0310,0.0,0.0,0.0,0.0,3.6,3.86,0.0
20230110:0410,0.0,0.0,0.0,0.0,3.29,3.72,0.0
20230110:0510,0.0,0.0,0.0,0.0,3.17,3.86,0.0
20230110:0610,0.0,0.0,0.0,0.0,3.1,4.0,0.0
20230110:0710,0.0,0.0,0.0,0.0,3.02,4.14,0.0
20230110:0810,0.0,2.14,0.6,2.76,2.97,4.14,0.0
20230110:0910,44.31,42.81,7.1,9.23,3.83,4.41,0.0
20230110:1010,136.09,95.72,14.5,13.99,4.97,4.48,0.0
20230110:1110,19.75,60.59,11.7,16.68,5.86,4.76,0.0
20230110:1210,0.0,41.87,8.4,17.04,6.5,5.24,0.0
20230110:1310,0.0,29.91,6.0,15.02,6.75,6.21,0.0
20230110:1410,13.14,35.55,6.8,10.83,6.68,7.31,0.0
20230110:1510,8.27,13.37,2.5,4.82,6.84,7.86,0.0
20230110:1610,0.0,0.0,0.0,0.0,7.04,8.07,0.0
20230110:1710,0.0,0.0,0.0,0.0,7.34,7.86,0.0
20230110:1810,0.0,0.0,0.0,0.0,7.81,7.52,0.0
20230110:1910,0.0,0.0,0.0,0.0,8.67,7.24,0.0
20230110:2010,0.0,0.0,0.0,0.0,9.56,7.31,0.0
20230110:2110,0.0,0.0,0.0,0.0,10.13,7.45,0.0
20230110:2210,0.0,0.0,0.0,0.0,10.53,7.52,0.0
20230110:2310,0.0,0.0,0.0,0.0,10.9,7.45,0.0
20230111:0010,0.0,0.0,0.0,0.0,11.24,7.52,0.0
20230111:0110,0.0,0.0,0.0,0.0,11.53,7.59,0.0
20230111:0210,0.0,0.0,0.0,0.0,11.5,7.38,0.0
20230111:0310,0.0,0.0,0.0,0.0,11.31,6.83,0.0
20230111:0410,0.0,0.0,0.0,0.0,11.15,6.41,0.0
20230111:0510,0.0,0.0,0.0,0.0,10.78,6.21,0.0
20230111:0610,0.0,0.0,0.0,0.0,10.09,5.1,0.0
20230111:0710,0.0,0.0,0.0,0.0,9.72,4.55,0.0
20230111:0810,0.0,4.98,1.4,2.84,9.0,4.41,0.0
20230111:0910,417.87,99.73,13.0,9.33,8.59,4.55,0.0
20230111:1010,527.98,127.45,21.0,14.12,8.96,4.69,0.0
20230111:1110,531.63,149.23,24.9,16.82,9.58,5.45,0.0
20230111:1210,103.01,98.88,16.6,17.2,9.96,6.55,0.0
20230111:1310,288.37,133.96,19.0,15.19,9.67,6.14,0.0
20230111:1410,288.81,107.79,13.7,11.01,9.71,6.76,0.0
20230111:1510,207.45,50.95,5.2,5.0,9.22,6.62,0.0
20230111:1610,0.0,0.0,0.0,0.0,8.71,6.34,0.0
20230111:1710,0.0,0.0,0.0,0.0,8.29,6.62,0.0
20230111:1810,0.0,0.0,0.0,0.0,8.2,7.1,0.0
20230111:1910,0.0,0.0,0.0,0.0,8.39,7.52,0.0
20230111:2010,0.0,0.0,0.0,0.0,8.36,8.14,0.0
20230111:2110,0.0,0.0,0.0,0.0,8.05,8.55,0.0
20230111:2210,0.0,0.0,0.0,0.0,7.97,8.28,0.0
20230111:2310,0.0,0.0,0.0,0.0,8.1,7.93,0.0
20230112:0010,0.0,0.0,0.0,0.0,8.22,7.66,0.0
20230112:0110,0.0,0.0,0.0,0.0,8.18,7.52,0.0
20230112:0210,0.0,0.0,0.0,0.0,8.31,7.93,0.0
20230112:0310,0.0,0.0,0.0,0.0,8.48,8.69,0.0
20230112:0410,0.0,0.0,0.0,0.0,8.65,9.31,0.0
20230112:0510,0.0,0.0,0.0,0.0,8.68,10.0,0.0
20230112:0610,0.0,0.0,0.0,0.0,8.85,9.79,0.0
20230112:0710,0.0,0.0,0.0,0.0,9.44,9.66,0.0
20230112:0810,0.0,1.07,0.3,2.93,9.74,9.17,0.0
20230112:0910,0.0,19.94,4.0,9.44,9.93,8.97,0.0
20230112:1010,0.0,34.4,6.9,14.25,10.04,8.69,0.0
20230112:1110,0.0,33.4,6.7,16.97,10.13,8.55,0.0
20230112:1210,0.0,27.92,5.6,17.36,10.23,8.55,0.0
20230112:1310,10.3,49.38,9.7,15.37,10.29,8.55,0.0
20230112:1410,12.72,36.99,7.1,11.19,10.24,8.41,0.0
20230112:1510,0.0,9.47,1.9,5.18,10.23,8.41,0.0
20230112:1610,0.0,0.0,0.0,0.0,10.17,8.28,0.0
20230112:1710,0.0,0.0,0.0,0.0,10.09,8.21,0.0
20230112:1810,0.0,0.0,0.0,0.0,10.04,8.07,0.0
20230112:1910,0.0,0.0,0.0,0.0,10.2,7.86,0.0
20230112:2010,0.0,0.0,0.0,0.0,10.19,7.86,0.0
20230112:2110,0.0,0.0,0.0,0.0,10.14,7.86,0.0
20230112:2210,0.0,0.0,0.0,0.0,10.14,7.52,0.0
20230112:2310,0.0,0.0,0.0,0.0,9.63,7.03,0.0
20230113:0010,0.0,0.0,0.0,0.0,9.02,6.41,0.0
20230113:0110,0.0,0.0,0.0,0.0,8.34,6.34,0.0
20230113:0210,0.0,0.0,0.0,0.0,8.02,6.55,0.0
20230113:0310,0.0,0.0,0.0,0.0,7.87,6.83,0.0
20230113:0410,0.0,0.0,0.0,0.0,7.76,7.17,0.0
20230113:0510,0.0,0.0,0.0,0.0,7.71,7.24,0.0
20230113:0610,0.0,0.0,0.0,0.0,7.51,7.52,0.0
20230113:0710,0.0,0.0,0.0,0.0,7.21,7.1,0.0
20230113:0810,0.0,6.05,1.7,3.03,6.92,7.38,0.0
20230113:0910,170.05,82.16,10.4,9.55,7.23,7.59,0.0
20230113:1010,0.0,36.39,7.3,14.38,7.93,7.72,0.0
20230113:1110,0.0,40.38,8.1,17.13,8.55,6.55,0.0
20230113:1210,0.0,25.42,5.1,17.53,8.48,6.69,0.0
20230113:1310,0.0,22.93,4.6,15.55,9.15,5.93,0.0
20230113:1410,54.21,56.48,9.5,11.37,9.35,7.17,0.0
20230113:1510,14.85,17.5,3.1,5.37,9.07,6.55,0.0
20230113:1610,0.0,0.0,0.0,0.0,8.44,6.21,0.0
20230113:1710,0.0,0.0,0.0,0.0,7.97,6.14,0.0
20230113:1810,0.0,0.0,0.0,0.0,7.7,6.07,0.0
20230113:1910,0.0,0.0,0.0,0.0,7.47,6.0,0.0
20230113:2010,0.0,0.0,0.0,0.0,7.28,5.79,0.0
20230113:2110,0.0,0.0,0.0,0.0,6.88,5.38,0.0
20230113:2210,0.0,0.0,0.0,0.0,6.46,4.83,0.0
20230113:2310,0.0,0.0,0.0,0.0,6.01,4.69,0.0
20230114:0010,0.0,0.0,0.0,0.0,5.72,4.69,0.0
20230114:0110,0.0,0.0,0.0,0.0,5.69,5.03,0.0
20230114:0210,0.0,0.0,0.0,0.0,6.31,5.03,0.0
20230114:0310,0.0,0.0,0.0,0.0,6.95,4.9,0.0
20230114:0410,0.0,0.0,0.0,0.0,7.07,4.76,0.0
20230114:0510,0.0,0.0,0.0,0.0,6.85,5.1,0.0
20230114:0610,0.0,0.0,0.0,0.0,6.6,5.38,0.0
20230114:0710,0.0,0.0,0.0,0.0,7.54,6.9,0.0
20230114:0810,0.0,3.99,0.8,3.14,8.5,8.0,0.0
20230114:0910,0.0,11.47,2.3,9.68,8.88,8.76,0.0
20230114:1010,0.0,18.44,3.7,14.53,9.06,9.38,0.0
20230114:1110,0.0,25.42,5.1,17.29,9.43,9.93,0.0
20230114:1210,0.0,36.39,7.3,17.71,9.88,9.72,0.0
20230114:1310,0.0,25.92,5.2,15.74,10.32,9.72,0.0
20230114:1410,4.1,30.25,6.0,11.57,10.67,9.59,0.0
20230114:1510,0.0,9.97,2.0,5.57,11.01,9.24,0.0
20230114:1610,0.0,0.0,0.0,0.0,11.31,8.76,0.0
20230114:1710,0.0,0.0,0.0,0.0,11.39,8.28,0.0
20230114:1810,0.0,0.0,0.0,0.0,11.27,7.86,0.0
20230114:1910,0.0,0.0,0.0,0.0,10.79,6.76,0.0
20230114:2010,0.0,0.0,0.0,0.0,10.0,5.86,0.0
20230114:2110,0.0,0.0,0.0,0.0,9.09,5.59,0.0
20230114:2210,0.0,0.0,0.0,0.0,8.21,5.66,0.0
20230114:2310,0.0,0.0,0.0,0.0,7.6,5.52,0.0
20230115:0010,0.0,0.0,0.0,0.0,6.96,5.45,0.0
20230115:0110,0.0,0.0,0.0,0.0,6.56,5.38,0.0
20230115:0210,0.0,0.0,0.0,0.0,6.29,5.38,0.0
20230115:0310,0.0,0.0,0.0,0.0,6.12,5.72,0.0
20230115:0410,0.0,0.0,0.0,0.0,5.7,6.0,0.0
20230115:0510,0.0,0.0,0.0,0.0,5.38,6.41,0.0
20230115:0610,0.0,0.0,0.0,0.0,5.12,6.76,0.0
20230115:0710,0.0,0.0,0.0,0.0,5.38,6.97,0.0
20230115:0810,180.96,28.26,3.2,3.25,5.34,7.1,0.0
20230115:0910,238.2,95.2,11.7,9.81,5.29,7.72,0.0
20230115:1010,55.71,70.86,12.5,14.68,5.6,7.03,0.0
20230115:1110,184.75,127.03,19.7,17.46,6.38,10.28,0.0
20230115:1210,0.0,22.43,4.5,17.89,6.93,10.28,0.0
20230115:1310,314.33,142.14,20.6,15.93,6.94,8.69,0.0
20230115:1410,153.09,88.48,12.5,11.77,6.78,8.14,0.0
20230115:1510,55.32,32.69,4.5,5.76,6.61,7.72,0.0
20230115:1610,0.0,0.0,0.0,0.0,6.13,7.24,0.0
20230115:1710,0.0,0.0,0.0,0.0,5.77,6.69,0.0
20230115:1810,0.0,0.0,0.0,0.0,5.24,6.28,0.0
20230115:1910,0.0,0.0,0.0,0.0,5.45,6.28,0.0
20230115:2010,0.0,0.0,0.0,0.0,5.31,6.41,0.0
20230115:2110,0.0,0.0,0.0,0.0,5.11,6.34,0.0
20230115:2210,0.0,0.0,0.0,0.0,4.8,5.93,0.0
20230115:2310,0.0,0.0,0.0,0.0,4.73,5.52,0.0
20230116:0010,0.0,0.0,0.0,0.0,4.4,4.9,0.0
20230116:0110,0.0,0.0,0.0,0.0,4.28,4.76,0.0
20230116:0210,0.0,0.0,0.0,0.0,4.37,4.97,0.0
20230116:0310,0.0,0.0,0.0,0.0,4.45,5.17,0.0
20230116:0410,0.0,0.0,0.0,0.0,4.36,5.72,0.0
20230116:0510,0.0,0.0,0.0,0.0,4.19,6.83,0.0
20230116:0610,0.0,0.0,0.0,0.0,3.88,7.52,0.0
20230116:0710,0.0,0.0,0.0,0.0,3.89,8.21,0.0
20230116:0810,0.0,5.98,1.2,3.36,4.07,7.31,0.0
20230116:0910,0.0,5.98,1.2,9.94,4.5,6.28,0.0
20230116:1010,0.0,34.4,6.9,14.83,5.18,5.24,0.0
20230116:1110,0.0,14.46,2.9,17.64,5.54,4.48,0.0
20230116:1210,0.0,45.86,9.2,18.09,5.16,3.45,0.0
20230116:1310,42.46,70.63,13.0,16.13,5.02,2.9,0.0
20230116:1410,15.83,41.9,8.0,11.97,5.18,2.97,0.0
20230116:1510,0.0,7.48,1.5,5.97,4.91,4.83,0.0
20230116:1610,0.0,0.0,0.0,0.0,4.12,6.62,0.0
20230116:1710,0.0,0.0,0.0,0.0,3.6,7.31,0.0
20230116:1810,0.0,0.0,0.0,0.0,3.59,6.9,0.0
20230116:1910,0.0,0.0,0.0,0.0,3.44,6.34,0.0
20230116:2010,0.0,0.0,0.0,0.0,3.17,6.55,0.0
20230116:2110,0.0,0.0,0.0,0.0,2.67,6.0,0.0
20230116:2210,0.0,0.0,0.0,0.0,2.5,5.86,0.0
20230116:2310,0.0,0.0,0.0,0.0,1.99,5.1,0.0
20230117:0010,0.0,0.0,0.0,0.0,1.39,4.21,0.0
20230117:0110,0.0,0.0,0.0,0.0,0.99,3.72,0.0
20230117:0210,0.0,0.0,0.0,0.0,0.45,3.45,0.0
20230117:0310,0.0,0.0,0.0,0.0,-0.25,3.17,0.0
20230117:0410,0.0,0.0,0.0,0.0,-0.82,2.83,0.0
20230117:0510,0.0,0.0,0.0,0.0,-1.42,2.48,0.0
20230117:0610,0.0,0.0,0.0,0.0,-2.06,2.14,0.0
20230117:0710,0.0,0.0,0.0,0.0,-2.67,1.72,0.0
20230117:0810,135.83,29.04,3.3,3.49,-3.31,1.72,0.0
20230117:0910,279.24,105.42,12.9,10.09,-2.04,1.45,0.0
20230117:1010,652.21,121.8,24.8,15.0,0.16,1.59,0.0
20230117:1110,759.38,125.37,30.7,17.82,1.22,1.45,0.0
